timestamp,snapshot,pod,cpu_m,ram_mi
17:00:38,22,checkoutservice-5b6d96c9b7-fwtng,1,36
17:00:38,22,currencyservice-7c8fc8fc9c-rtbz4,3,114
17:00:38,22,emailservice-66944ff59-zvg4w,4,56
17:00:38,22,frontend-7bd6f45654-dnhzb,2,41
17:00:38,22,paymentservice-9bfb7bf5-9mdwz,1,122
17:00:38,22,productcatalogservice-65bbf699df-d9cxl,2,42
17:00:38,22,recommendationservice-7444754ff5-kk4vc,5,80
17:00:38,22,redis-cart-c8ff86559-gpcc7,4,36
17:00:38,22,shippingservice-f956b6d9f-ml5cg,1,30
17:00:48,23,adservice-574bff445c-k5l76,15,289
17:00:48,23,cartservice-db96d6fcc-tsdhc,15,140
17:00:48,23,checkoutservice-5b6d96c9b7-fwtng,2,36
17:00:48,23,currencyservice-7c8fc8fc9c-rtbz4,26,114
17:00:48,23,emailservice-66944ff59-zvg4w,4,56
17:00:48,23,frontend-7bd6f45654-dnhzb,30,42
17:00:48,23,paymentservice-9bfb7bf5-9mdwz,2,122
17:00:48,23,productcatalogservice-65bbf699df-d9cxl,14,42
17:00:48,23,recommendationservice-7444754ff5-kk4vc,23,80
17:00:48,23,redis-cart-c8ff86559-gpcc7,3,36
17:00:48,23,shippingservice-f956b6d9f-ml5cg,3,30
17:00:59,24,adservice-574bff445c-k5l76,15,289
17:00:59,24,cartservice-db96d6fcc-tsdhc,15,140
17:00:59,24,checkoutservice-5b6d96c9b7-fwtng,2,36
17:00:59,24,currencyservice-7c8fc8fc9c-rtbz4,26,114
17:00:59,24,emailservice-66944ff59-zvg4w,4,56
17:00:59,24,frontend-7bd6f45654-dnhzb,30,42
17:00:59,24,paymentservice-9bfb7bf5-9mdwz,2,122
17:00:59,24,productcatalogservice-65bbf699df-d9cxl,14,42
17:00:59,24,recommendationservice-7444754ff5-kk4vc,23,80
17:00:59,24,redis-cart-c8ff86559-gpcc7,3,36
17:00:59,24,shippingservice-f956b6d9f-ml5cg,3,30
17:01:09,25,adservice-574bff445c-k5l76,39,284
17:01:09,25,cartservice-db96d6fcc-tsdhc,14,140
17:01:09,25,checkoutservice-5b6d96c9b7-fwtng,3,36
17:01:09,25,currencyservice-7c8fc8fc9c-rtbz4,29,114
17:01:09,25,emailservice-66944ff59-zvg4w,4,56
17:01:09,25,frontend-7bd6f45654-dnhzb,32,42
17:01:09,25,paymentservice-9bfb7bf5-9mdwz,3,122
17:01:09,25,productcatalogservice-65bbf699df-d9cxl,14,42
17:01:09,25,recommendationservice-7444754ff5-kk4vc,22,80
17:01:09,25,redis-cart-c8ff86559-gpcc7,3,36
17:01:09,25,shippingservice-f956b6d9f-ml5cg,2,30
17:01:19,26,adservice-574bff445c-k5l76,13,284
17:01:19,26,cartservice-db96d6fcc-tsdhc,15,140
17:01:19,26,checkoutservice-5b6d96c9b7-fwtng,2,36
17:01:19,26,currencyservice-7c8fc8fc9c-rtbz4,26,115
17:01:19,26,emailservice-66944ff59-zvg4w,5,56
17:01:19,26,frontend-7bd6f45654-dnhzb,29,42
17:01:19,26,paymentservice-9bfb7bf5-9mdwz,2,122
17:01:19,26,productcatalogservice-65bbf699df-d9cxl,14,42
17:01:19,26,recommendationservice-7444754ff5-kk4vc,23,80
17:01:19,26,redis-cart-c8ff86559-gpcc7,4,36
17:01:19,26,shippingservice-f956b6d9f-ml5cg,2,30
17:01:29,27,adservice-574bff445c-k5l76,13,284
17:01:29,27,cartservice-db96d6fcc-tsdhc,15,140
17:01:29,27,checkoutservice-5b6d96c9b7-fwtng,2,36
17:01:29,27,currencyservice-7c8fc8fc9c-rtbz4,26,115
17:01:29,27,emailservice-66944ff59-zvg4w,5,56
17:01:29,27,frontend-7bd6f45654-dnhzb,29,42
17:01:29,27,paymentservice-9bfb7bf5-9mdwz,2,122
17:01:29,27,productcatalogservice-65bbf699df-d9cxl,14,42
17:01:29,27,recommendationservice-7444754ff5-kk4vc,23,80
17:01:29,27,redis-cart-c8ff86559-gpcc7,4,36
17:01:29,27,shippingservice-f956b6d9f-ml5cg,2,30
17:01:39,28,adservice-574bff445c-k5l76,16,284
17:01:39,28,cartservice-db96d6fcc-tsdhc,17,140
17:01:39,28,checkoutservice-5b6d96c9b7-fwtng,3,36
17:01:39,28,currencyservice-7c8fc8fc9c-rtbz4,28,115
17:01:39,28,emailservice-66944ff59-zvg4w,4,56
17:01:39,28,frontend-7bd6f45654-dnhzb,31,42
17:01:39,28,paymentservice-9bfb7bf5-9mdwz,3,122
17:01:39,28,productcatalogservice-65bbf699df-d9cxl,15,42
17:01:39,28,recommendationservice-7444754ff5-kk4vc,23,80
17:01:39,28,redis-cart-c8ff86559-gpcc7,4,36
17:01:39,28,shippingservice-f956b6d9f-ml5cg,3,30
17:01:49,29,adservice-574bff445c-k5l76,11,284
17:01:49,29,cartservice-db96d6fcc-tsdhc,18,140
17:01:49,29,checkoutservice-5b6d96c9b7-fwtng,2,36
17:01:49,29,currencyservice-7c8fc8fc9c-rtbz4,28,115
17:01:49,29,emailservice-66944ff59-zvg4w,4,56
17:01:49,29,frontend-7bd6f45654-dnhzb,34,42
17:01:49,29,paymentservice-9bfb7bf5-9mdwz,2,122
17:01:49,29,productcatalogservice-65bbf699df-d9cxl,16,42
17:01:49,29,recommendationservice-7444754ff5-kk4vc,25,80
17:01:49,29,redis-cart-c8ff86559-gpcc7,3,36
17:01:49,29,shippingservice-f956b6d9f-ml5cg,3,30
17:01:59,30,adservice-574bff445c-k5l76,11,284
17:01:59,30,cartservice-db96d6fcc-tsdhc,18,140
17:01:59,30,checkoutservice-5b6d96c9b7-fwtng,2,36
17:01:59,30,currencyservice-7c8fc8fc9c-rtbz4,28,115
17:01:59,30,emailservice-66944ff59-zvg4w,4,56
17:01:59,30,frontend-7bd6f45654-dnhzb,34,42
17:01:59,30,paymentservice-9bfb7bf5-9mdwz,2,122
17:01:59,30,productcatalogservice-65bbf699df-d9cxl,16,42
17:01:59,30,recommendationservice-7444754ff5-kk4vc,25,80
17:01:59,30,redis-cart-c8ff86559-gpcc7,3,36
17:01:59,30,shippingservice-f956b6d9f-ml5cg,3,30
17:02:10,31,adservice-574bff445c-k5l76,29,284
17:02:10,31,cartservice-db96d6fcc-tsdhc,13,140
17:02:10,31,checkoutservice-5b6d96c9b7-fwtng,1,36
17:02:10,31,currencyservice-7c8fc8fc9c-rtbz4,30,115
17:02:10,31,emailservice-66944ff59-zvg4w,4,56
17:02:10,31,frontend-7bd6f45654-dnhzb,37,42
17:02:10,31,paymentservice-9bfb7bf5-9mdwz,2,122
17:02:10,31,productcatalogservice-65bbf699df-d9cxl,16,42
17:02:10,31,recommendationservice-7444754ff5-kk4vc,25,80
17:02:10,31,redis-cart-c8ff86559-gpcc7,3,36
17:02:10,31,shippingservice-f956b6d9f-ml5cg,3,30
17:02:20,32,adservice-574bff445c-k5l76,8,284
17:02:20,32,cartservice-db96d6fcc-tsdhc,17,140
17:02:20,32,checkoutservice-5b6d96c9b7-fwtng,4,36
17:02:20,32,currencyservice-7c8fc8fc9c-rtbz4,30,115
17:02:20,32,emailservice-66944ff59-zvg4w,5,56
17:02:20,32,frontend-7bd6f45654-dnhzb,35,42
17:02:20,32,paymentservice-9bfb7bf5-9mdwz,3,122
17:02:20,32,productcatalogservice-65bbf699df-d9cxl,16,42
17:02:20,32,recommendationservice-7444754ff5-kk4vc,26,80
17:02:20,32,redis-cart-c8ff86559-gpcc7,4,36
17:02:20,32,shippingservice-f956b6d9f-ml5cg,3,30
17:02:30,33,adservice-574bff445c-k5l76,8,284
17:02:30,33,cartservice-db96d6fcc-tsdhc,17,140
17:02:30,33,checkoutservice-5b6d96c9b7-fwtng,4,36
17:02:30,33,currencyservice-7c8fc8fc9c-rtbz4,30,115
17:02:30,33,emailservice-66944ff59-zvg4w,5,56
17:02:30,33,frontend-7bd6f45654-dnhzb,35,42
17:02:30,33,paymentservice-9bfb7bf5-9mdwz,3,122
17:02:30,33,productcatalogservice-65bbf699df-d9cxl,16,42
17:02:30,33,recommendationservice-7444754ff5-kk4vc,26,80
17:02:30,33,redis-cart-c8ff86559-gpcc7,4,36
17:02:30,33,shippingservice-f956b6d9f-ml5cg,3,30
17:02:40,34,adservice-574bff445c-k5l76,9,284
17:02:40,34,cartservice-db96d6fcc-tsdhc,17,140
17:02:40,34,checkoutservice-5b6d96c9b7-fwtng,2,36
17:02:40,34,currencyservice-7c8fc8fc9c-rtbz4,29,115
17:02:40,34,emailservice-66944ff59-zvg4w,4,56
